,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
15,2021-10-29,20:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,W,2,0,FC Juárez,1.6,0.5,48.0,10942.0,Javier Salas,3-4-3,Erick Miranda,Match Report,,12,6,15.4,1.0,0,0,2022,Puebla
16,2021-11-05,19:00,Liga MX,Apertura 2021 Regular Season,Fri,Home,W,1,0,Toluca,1.9,1.2,44.0,16136.0,Javier Salas,3-4-3,Jorge Pérez,Match Report,,12,0,15.9,0.0,1,1,2022,Puebla
17,2021-11-20,21:00,Liga MX,Reclassification,Sat,Home,D,2 (6),2 (5),Guadalajara,1.5,0.9,46.0,34530.0,Javier Salas,5-4-1,Marco Ortíz,Match Report,Puebla won on penalty kicks following extra time,16,3,22.3,0.0,1,1,2022,Puebla
18,2021-11-25,19:00,Liga MX,Quarter-finals,Thu,Home,W,2,1,León,1.7,0.9,41.0,27259.0,Javier Salas,4-3-3,Erick Miranda,Match Report,Leg 1 of 2,11,5,20.6,1.0,0,0,2022,Puebla
19,2021-11-28,20:05,Liga MX,Quarter-finals,Sun,Away,L,0,2,León,0.6,2.2,45.0,13307.0,Javier Salas,3-4-3,Jorge Pérez,Match Report,Leg 2 of 2; León won,11,4,18.4,2.0,0,0,2022,Puebla
20,2022-01-07,21:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,D,1,1,América,1.0,0.7,67.0,35040.0,Antony Silva,5-3-2,Oscar Mejia,Match Report,,24,3,22.5,0.0,0,0,2022,Puebla
21,2022-01-15,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,2,0,UANL,1.4,2.2,31.0,14829.0,Antony Silva,3-4-3◆,Luis Santander,Match Report,,8,1,29.0,1.0,1,1,2022,Puebla
22,2022-01-28,21:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,W,3,1,Tijuana,2.8,0.5,54.0,11180.0,Diego De Buen,3-4-3,Guillermo Pacheco Larios,Match Report,,10,5,16.3,0.0,1,2,2022,Puebla
23,2022-02-06,16:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,W,2,0,Querétaro,2.8,2.9,41.0,13622.0,Antony Silva,5-4-1,Ismael Lopez,Match Report,,17,4,16.6,0.0,0,0,2022,Puebla
24,2022-02-11,21:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,D,1,1,Atlas,1.5,1.9,47.0,23170.0,Antony Silva,5-4-1,Victor Caceres,Match Report,,17,5,17.2,1.0,0,0,2022,Puebla
25,2022-02-18,19:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,W,1,0,Monterrey,0.8,2.1,38.0,25934.0,Antony Silva,5-4-1,Oscar Mejia,Match Report,,11,6,27.3,0.0,0,0,2022,Puebla
26,2022-02-26,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,3,2,Guadalajara,1.5,1.9,49.0,19747.0,Javier Salas,4-5-1,Fernando Hernández,Match Report,,14,5,22.0,1.0,0,0,2022,Puebla
27,2022-03-01,19:00,Liga MX,Clausura 2022 Regular Season,Tue,Home,D,1,1,FC Juárez,0.6,0.5,61.0,26100.0,Antony Silva,3-5-2,Ismael Lopez,Match Report,,13,3,20.6,1.0,0,0,2022,Puebla
28,2022-03-05,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,3,1,Cruz Azul,1.3,0.7,48.0,29336.0,Javier Salas,3-4-3,Jorge Pérez,Match Report,,15,8,19.5,1.0,0,0,2022,Puebla
29,2022-03-13,17:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,L,1,2,Atlético,1.8,1.9,65.0,5904.0,Javier Salas,3-4-3,Luis Santander,Match Report,,22,6,17.6,0.0,0,0,2022,Puebla
30,2022-03-18,21:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,D,2,2,Santos,2.0,1.6,62.0,19713.0,Javier Salas,5-4-1,Fernando Guerrero,Match Report,,21,5,18.4,1.0,0,0,2022,Puebla
31,2022-04-03,12:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,L,1,2,Toluca,1.4,1.1,57.0,9215.0,Javier Salas,3-5-2,Fernando Hernández,Match Report,,19,5,21.0,1.0,0,0,2022,Puebla
32,2022-04-08,19:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,D,2,2,UNAM,1.4,2.2,44.0,28115.0,Javier Salas,3-4-3,Brian Gonzalez,Match Report,,7,4,21.7,0.0,1,1,2022,Puebla
33,2022-04-16,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,1,0,León,2.2,1.7,60.0,12859.0,Javier Salas,3-4-3,Eduardo Galván,Match Report,,23,6,18.2,0.0,0,0,2022,Puebla
34,2022-04-19,19:00,Liga MX,Clausura 2022 Regular Season,Tue,Away,L,0,1,Pachuca,1.1,1.2,62.0,10427.0,Javier Salas,3-5-2,Oscar Mejia,Match Report,,12,2,22.8,0.0,0,0,2022,Puebla
35,2022-04-22,19:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,L,0,1,Necaxa,1.1,1.4,59.0,16320.0,Antony Silva,5-4-1,Ismael Lopez,Match Report,,19,8,22.5,1.0,0,0,2022,Puebla
36,2022-04-29,20:05,Liga MX,Clausura 2022 Regular Season,Fri,Away,L,1,2,Mazatlán,1.4,2.4,48.0,15729.0,Javier Salas,5-4-1,Jorge Pérez,Match Report,,13,1,20.2,1.0,1,1,2022,Puebla
37,2022-05-08,17:00,Liga MX,Reclassification,Sun,Home,D,2 (3),2 (1),Mazatlán,0.8,2.1,38.0,29105.0,Javier Salas,3-4-3,César Arturo Ramos,Match Report,Puebla won on penalty kicks following extra time,10,3,18.1,1.0,0,0,2022,Puebla
38,2022-05-11,21:05,Liga MX,Quarter-finals,Wed,Home,D,1,1,América,0.3,0.8,51.0,43921.0,Javier Salas,3-4-3,Luis Santander,Match Report,Leg 1 of 2,6,3,14.0,0.0,0,0,2022,Puebla
39,2022-05-14,18:00,Liga MX,Quarter-finals,Sat,Away,L,2,3,América,1.8,3.7,57.0,51186.0,Javier Salas,3-5-2,Fernando Guerrero,Match Report,Leg 2 of 2; América won,12,5,15.8,0.0,1,1,2022,Puebla
0,2021-07-24,16:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,0,4,Pachuca,0.7,2.6,57.0,,Luis Montes,4-3-3,Alejandro Funk,Match Report,,8,1,18.4,0.0,0,0,2022,Leon
1,2021-07-31,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,2,1,Tijuana,2.8,2.1,57.0,8863.0,Luis Montes,4-3-3,Jorge Pérez,Match Report,,13,4,15.4,0.0,1,1,2022,Leon
2,2021-08-05,21:00,Liga MX,Apertura 2021 Regular Season,Thu,Away,W,1,0,Querétaro,1.3,1.1,51.0,10031.0,Rodolfo Cota,4-4-1-1,Daniel Quintero,Match Report,,16,2,17.9,1.0,0,0,2022,Leon
3,2021-08-14,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,3,0,Mazatlán,2.4,0.5,62.0,9663.0,Rodolfo Cota,4-3-3,Brian Gonzalez,Match Report,,8,5,18.5,0.0,0,1,2022,Leon
4,2021-08-18,21:00,Liga MX,Apertura 2021 Regular Season,Wed,Away,W,3,0,Guadalajara,1.6,1.1,48.0,10892.0,Rodolfo Cota,4-4-2,Adonai Escobedo,Match Report,,12,4,18.5,1.0,0,0,2022,Leon
5,2021-08-21,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,1,1,Santos,2.8,2.0,62.0,9239.0,Rodolfo Cota,4-4-2,Fernando Hernández,Match Report,,15,2,13.8,1.0,1,1,2022,Leon
6,2021-08-28,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,1,1,América,1.5,1.0,66.0,12719.0,Rodolfo Cota,4-2-3-1,Marco Ortíz,Match Report,,11,3,17.0,0.0,0,0,2022,Leon
7,2021-09-11,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,D,2,2,UANL,2.6,0.5,46.0,12962.0,Rodolfo Cota,4-2-3-1,Jorge Pérez,Match Report,,12,6,19.4,0.0,0,1,2022,Leon
8,2021-09-18,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,L,0,1,FC Juárez,1.4,0.6,71.0,10078.0,Rodolfo Cota,4-2-3-1,Adonai Escobedo,Match Report,,14,3,18.0,1.0,0,0,2022,Leon
9,2021-09-25,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,0,2,Atlas,1.0,1.4,70.0,8832.0,Luis Montes,4-2-3-1,Jorge Rojas,Match Report,,8,0,14.8,0.0,0,0,2022,Leon
10,2021-10-02,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,0,0,Atlético,0.9,0.9,59.0,9675.0,Rodolfo Cota,4-3-3,Victor Caceres,Match Report,,14,3,18.8,1.0,0,0,2022,Leon
11,2021-10-16,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,W,1,0,Monterrey,0.3,1.7,47.0,26078.0,Rodolfo Cota,4-4-2,César Arturo Ramos,Match Report,,5,2,34.0,0.0,0,0,2022,Leon
12,2021-10-20,19:00,Liga MX,Apertura 2021 Regular Season,Wed,Home,L,1,2,UNAM,2.5,0.9,67.0,12333.0,Rodolfo Cota,4-4-2,Erick Miranda,Match Report,,16,6,15.6,0.0,0,0,2022,Leon
13,2021-10-23,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,W,1,0,Puebla,1.3,0.7,60.0,15101.0,Rodolfo Cota,4-4-2,Eduardo Basulto,Match Report,,9,2,14.5,1.0,0,0,2022,Leon
14,2021-10-31,12:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,D,0,0,Toluca,1.0,0.3,53.0,11210.0,Rodolfo Cota,4-4-2,Marco Ortíz,Match Report,,11,4,18.1,0.0,0,0,2022,Leon
15,2021-11-03,21:00,Liga MX,Apertura 2021 Regular Season,Wed,Away,W,1,0,Cruz Azul,0.7,1.5,46.0,17928.0,Rodolfo Cota,4-4-2,Fernando Guerrero,Match Report,,6,1,9.9,0.0,0,0,2022,Leon
16,2021-11-06,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,3,0,Necaxa,2.1,1.1,51.0,11240.0,Rodolfo Cota,4-3-3,Luis Santander,Match Report,,7,4,12.7,0.0,0,0,2022,Leon
17,2021-11-25,19:00,Liga MX,Quarter-finals,Thu,Away,L,1,2,Puebla,0.9,1.7,59.0,27259.0,Rodolfo Cota,4-2-3-1,Erick Miranda,Match Report,Leg 1 of 2,12,1,16.6,2.0,0,0,2022,Leon
18,2021-11-28,20:05,Liga MX,Quarter-finals,Sun,Home,W,2,0,Puebla,2.2,0.6,55.0,13307.0,Rodolfo Cota,4-2-3-1,Jorge Pérez,Match Report,Leg 2 of 2; León won,10,4,19.6,2.0,1,1,2022,Leon
19,2021-12-01,21:00,Liga MX,Semi-finals,Wed,Away,L,1,2,UANL,0.3,2.7,37.0,37785.0,Rodolfo Cota,4-2-3-1,Marco Ortíz,Match Report,Leg 1 of 2,8,3,22.2,0.0,0,0,2022,Leon
20,2021-12-04,21:00,Liga MX,Semi-finals,Sat,Home,W,2,1,UANL,2.2,1.2,63.0,23570.0,Rodolfo Cota,4-4-2,César Arturo Ramos,Match Report,Leg 2 of 2; León won,21,8,15.6,1.0,0,0,2022,Leon
21,2021-12-09,21:00,Liga MX,Finals,Thu,Home,W,3,2,Atlas,1.6,0.4,67.0,23513.0,Rodolfo Cota,4-2-3-1,Luis Santander,Match Report,Leg 1 of 2,11,4,25.6,1.0,1,1,2022,Leon
22,2021-12-12,20:15,Liga MX,Finals,Sun,Away,L,0 (3),1 (4),Atlas,0.8,2.8,49.0,47548.0,Rodolfo Cota,4-2-3-1,Marco Ortíz,Match Report,Leg 2 of 2; Atlas won; Atlas won on penalty kicks following extra time,11,2,19.0,1.0,0,0,2022,Leon
23,2022-01-15,19:06,Liga MX,Clausura 2022 Regular Season,Sat,Away,D,1,1,Tijuana,0.7,1.2,49.0,8333.0,Luis Montes,4-3-3,Oscar Mejia,Match Report,,7,3,14.7,0.0,0,0,2022,Leon
24,2022-01-19,21:00,Liga MX,Clausura 2022 Regular Season,Wed,Home,D,1,1,Atlas,1.3,1.3,58.0,8997.0,Luis Montes,4-2-3-1,Fernando Hernández,Match Report,,7,2,26.1,4.0,1,1,2022,Leon
25,2022-01-22,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,2,1,Pachuca,1.3,0.9,57.0,9463.0,Luis Montes,4-1-4-1,Daniel Quintero,Match Report,,12,5,16.2,0.0,0,0,2022,Leon
26,2022-02-07,21:05,Liga MX,Clausura 2022 Regular Season,Mon,Home,L,0,1,Cruz Azul,1.7,1.1,68.0,14097.0,Luis Montes,4-1-4-1,Victor Caceres,Match Report,,14,4,17.3,1.0,0,0,2022,Leon
27,2022-02-13,12:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,L,1,2,UNAM,1.3,0.8,62.0,15079.0,Rodolfo Cota,4-1-4-1,Guillermo Pacheco Larios,Match Report,,13,5,17.1,0.0,0,0,2022,Leon
28,2022-02-19,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,2,1,Guadalajara,1.2,1.2,44.0,16204.0,Luis Montes,4-1-4-1,Fernando Guerrero,Match Report,,8,3,17.4,0.0,0,0,2022,Leon
29,2022-02-25,19:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,W,1,0,Necaxa,1.2,1.1,58.0,12781.0,Luis Montes,4-2-3-1,Óscar Macias,Match Report,,10,2,22.2,0.0,1,1,2022,Leon
30,2022-03-01,21:00,Liga MX,Clausura 2022 Regular Season,Tue,Home,D,0,0,Monterrey,1.5,1.9,61.0,10581.0,Jaine Barreiro,4-2-3-1,Luis Santander,Match Report,,15,3,18.8,0.0,0,0,2022,Leon
31,2022-03-04,20:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,W,1,0,FC Juárez,0.8,0.4,61.0,9307.0,Luis Montes,4-2-3-1,Oscar Mejia,Match Report,,14,4,19.8,0.0,0,0,2022,Leon
32,2022-03-12,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,L,0,3,UANL,1.5,1.4,53.0,16242.0,Rodolfo Cota,4-2-3-1,Fernando Guerrero,Match Report,,13,3,21.2,1.0,0,1,2022,Leon
33,2022-03-20,20:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,W,2,1,Mazatlán,1.3,1.1,51.0,9566.0,Rodolfo Cota,4-4-2,Ismael Lopez,Match Report,,12,6,15.1,0.0,0,0,2022,Leon
34,2022-04-03,17:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,D,1,1,Querétaro,1.0,1.3,63.0,,Rodolfo Cota,4-1-4-1,Guillermo Pacheco Larios,Match Report,,6,2,27.0,1.0,1,1,2022,Leon
35,2022-04-09,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,L,0,2,Atlético,2.0,1.7,67.0,6102.0,Luis Montes,4-2-3-1,Luis Santander,Match Report,,11,2,18.4,0.0,0,0,2022,Leon
36,2022-04-16,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,L,0,1,Puebla,1.7,2.2,40.0,12859.0,Rodolfo Cota,4-2-3-1,Eduardo Galván,Match Report,,14,0,15.4,1.0,0,0,2022,Leon
37,2022-04-20,21:00,Liga MX,Clausura 2022 Regular Season,Wed,Away,L,0,2,América,0.5,1.7,38.0,36210.0,Rodolfo Cota,4-1-4-1,Diego Montaño,Match Report,,7,2,22.3,0.0,0,0,2022,Leon
38,2022-04-24,19:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,D,1,1,Santos,1.5,2.0,57.0,11345.0,Luis Montes,4-1-4-1,Adonai Escobedo,Match Report,,11,2,18.3,0.0,0,0,2022,Leon
39,2022-05-01,20:06,Liga MX,Clausura 2022 Regular Season,Sun,Home,D,4,4,Toluca,3.0,0.7,63.0,18732.0,Luis Montes,4-1-4-1,Luis Santander,Match Report,,23,9,17.3,0.0,0,0,2022,Leon
0,2021-07-26,20:00,Liga MX,Apertura 2021 Regular Season,Mon,Home,L,0,2,Mazatlán,1.6,0.8,59.0,9598.0,Julio Domínguez,3-4-3,Diego Montaño,Match Report,,11,4,19.7,3.0,0,1,2022,Cruz Azul
1,2021-08-01,18:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,D,1,1,Santos,0.2,2.0,33.0,12200.0,Julio Domínguez,5-3-2,Jorge Rojas,Match Report,,4,2,18.2,1.0,0,0,2022,Cruz Azul
2,2021-08-06,21:05,Liga MX,Apertura 2021 Regular Season,Fri,Away,W,2,1,Necaxa,1.0,1.8,53.0,13187.0,Julio Domínguez,3-4-3,Adonai Escobedo,Match Report,,6,3,17.7,0.0,0,0,2022,Cruz Azul
3,2021-08-14,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,4,0,Toluca,1.3,0.8,54.0,8588.0,Julio Domínguez,4-4-2,Fernando Guerrero,Match Report,,10,5,21.1,0.0,0,0,2022,Cruz Azul
4,2021-08-18,19:00,Liga MX,Apertura 2021 Regular Season,Wed,Home,D,1,1,Monterrey,1.5,1.2,53.0,7720.0,Julio Domínguez,3-4-1-2,Jorge Pérez,Match Report,,5,2,19.0,0.0,1,1,2022,Cruz Azul
5,2021-08-21,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,D,0,0,Atlético,0.1,1.4,51.0,3909.0,Pablo César Aguilar,4-4-2,Oscar Mejia,Match Report,,7,3,25.1,1.0,0,0,2022,Cruz Azul
6,2021-08-29,20:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,D,1,1,Pachuca,1.1,0.8,59.0,14626.0,Julio Domínguez,4-4-2,Alejandro Funk,Match Report,,14,4,18.9,1.0,0,0,2022,Cruz Azul
7,2021-09-10,20:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,L,1,2,FC Juárez,1.1,0.9,55.0,11623.0,Pablo César Aguilar,5-3-2,Marco Ortíz,Match Report,,14,1,14.5,0.0,0,0,2022,Cruz Azul
8,2021-09-19,19:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,W,2,0,Querétaro,2.1,0.4,55.0,14882.0,Julio Domínguez,4-4-2,Edgar Morales,Match Report,,12,2,21.5,2.0,1,1,2022,Cruz Azul
9,2021-09-24,20:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,D,1,1,Puebla,1.7,1.9,54.0,14782.0,José Corona,4-4-2,Oscar Mejia,Match Report,,15,3,18.5,0.0,0,0,2022,Cruz Azul
10,2021-10-03,19:06,Liga MX,Apertura 2021 Regular Season,Sun,Away,W,1,0,Tijuana,1.0,1.1,48.0,10333.0,José Corona,4-4-2,Luis Santander,Match Report,,10,3,20.6,0.0,0,0,2022,Cruz Azul
11,2021-10-16,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,1,1,UANL,0.5,1.1,58.0,20894.0,José Corona,3-4-1-2,Jorge Pérez,Match Report,,6,2,23.8,0.0,0,0,2022,Cruz Azul
12,2021-10-19,21:05,Liga MX,Apertura 2021 Regular Season,Tue,Away,D,0,0,Atlas,0.8,0.7,51.0,9604.0,José Corona,3-4-1-2,Jorge Rojas,Match Report,,10,2,19.6,0.0,0,0,2022,Cruz Azul
13,2021-10-23,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,D,1,1,Guadalajara,1.1,0.4,44.0,20492.0,José Corona,3-4-1-2,Marco Ortíz,Match Report,,4,1,26.0,0.0,1,1,2022,Cruz Azul
14,2021-10-31,17:05,Liga MX,Apertura 2021 Regular Season,Sun,Home,W,2,1,América,1.1,0.5,55.0,31257.0,José Corona,4-2-3-1,Luis Santander,Match Report,,8,3,21.2,0.0,1,1,2022,Cruz Azul
15,2021-11-03,21:00,Liga MX,Apertura 2021 Regular Season,Wed,Home,L,0,1,León,1.5,0.7,54.0,17928.0,José Corona,4-3-3,Fernando Guerrero,Match Report,,14,5,16.7,1.0,0,0,2022,Cruz Azul
16,2021-11-07,17:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,L,3,4,UNAM,2.0,2.0,45.0,23573.0,José Corona,4-3-3,Marco Ortíz,Match Report,,14,5,13.5,0.0,0,0,2022,Cruz Azul
17,2021-11-21,19:15,Liga MX,Reclassification,Sun,Home,L,1,4,Monterrey,1.6,1.8,57.0,,José Corona,4-5-1,Fernando Guerrero,Match Report,,17,5,22.1,1.0,1,1,2022,Cruz Azul
18,2022-01-08,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,2,0,Tijuana,0.7,1.3,43.0,16271.0,José Corona,4-4-1-1,Daniel Quintero,Match Report,,8,2,18.2,0.0,0,0,2022,Cruz Azul
19,2022-01-15,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,1,0,FC Juárez,0.7,0.2,44.0,13801.0,José Corona,4-2-3-1,Guillermo Pacheco Larios,Match Report,,12,3,18.2,0.0,0,0,2022,Cruz Azul
20,2022-01-22,21:06,Liga MX,Clausura 2022 Regular Season,Sat,Away,D,2,2,Monterrey,1.1,1.2,36.0,16508.0,José Corona,4-4-2,César Arturo Ramos,Match Report,,6,4,24.3,0.0,1,1,2022,Cruz Azul
21,2022-02-07,21:05,Liga MX,Clausura 2022 Regular Season,Mon,Away,W,1,0,León,1.1,1.7,32.0,14097.0,José Corona,4-2-3-1,Victor Caceres,Match Report,,6,2,18.4,0.0,0,0,2022,Cruz Azul
22,2022-02-12,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,L,1,2,Necaxa,1.3,0.8,47.0,26967.0,José Corona,4-2-3-1,Erick Miranda,Match Report,,9,1,18.5,0.0,1,1,2022,Cruz Azul
23,2022-02-20,18:05,Liga MX,Clausura 2022 Regular Season,Sun,Away,W,4,1,Toluca,2.3,0.8,47.0,22438.0,José Corona,4-2-3-1,Jorge Pérez,Match Report,,11,3,12.6,0.0,1,1,2022,Cruz Azul
24,2022-02-27,19:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,L,1,2,Santos,2.6,1.0,63.0,33924.0,José Corona,4-3-3,César Arturo Ramos,Match Report,,22,8,15.4,1.0,0,1,2022,Cruz Azul
25,2022-03-02,19:00,Liga MX,Clausura 2022 Regular Season,Wed,Away,D,2,2,UANL,1.0,2.8,51.0,36978.0,José Corona,4-2-3-1,Victor Caceres,Match Report,,12,6,14.6,0.0,0,0,2022,Cruz Azul
26,2022-03-05,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,L,1,3,Puebla,0.7,1.3,52.0,29336.0,Adrián Aldrete,4-2-3-1,Jorge Pérez,Match Report,,11,4,19.8,0.0,0,0,2022,Cruz Azul
27,2022-03-12,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,2,1,UNAM,0.9,1.2,51.0,12686.0,José Corona,4-3-3,Fernando Hernández,Match Report,,16,7,16.4,1.0,0,0,2022,Cruz Azul
28,2022-03-19,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,L,0,1,Pachuca,0.7,0.9,48.0,11367.0,Rafael Baca,4-2-3-1,Brian Gonzalez,Match Report,,10,4,18.9,1.0,0,0,2022,Cruz Azul
29,2022-04-02,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,1,0,Atlas,0.4,0.8,35.0,21644.0,Julio Domínguez,4-4-1-1,Luis Santander,Match Report,,6,3,23.9,0.0,0,0,2022,Cruz Azul
30,2022-04-08,20:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,D,1,1,Mazatlán,2.2,0.9,45.0,15206.0,Julio Domínguez,4-4-1-1,Erick Miranda,Match Report,,14,4,16.6,1.0,0,0,2022,Cruz Azul
31,2022-04-16,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,L,0,1,Guadalajara,0.5,1.3,59.0,21280.0,Julio Domínguez,4-3-3,Jorge Pérez,Match Report,,11,1,23.1,0.0,0,0,2022,Cruz Azul
32,2022-04-21,21:00,Liga MX,Clausura 2022 Regular Season,Thu,Away,W,1,0,Querétaro,1.6,1.1,42.0,,Julio Domínguez,4-2-3-1,Fernando Guerrero,Match Report,,11,3,13.7,0.0,0,0,2022,Cruz Azul
33,2022-04-24,17:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,L,0,1,Atlético,0.9,0.7,59.0,17222.0,Julio Domínguez,4-2-3-1,Jesus Lopez,Match Report,,12,1,14.7,0.0,0,0,2022,Cruz Azul
34,2022-04-30,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,D,0,0,América,0.3,1.2,36.0,52630.0,Julio Domínguez,4-4-2,Marco Ortíz,Match Report,,7,2,21.0,2.0,0,0,2022,Cruz Azul
35,2022-05-07,17:45,Liga MX,Reclassification,Sat,Home,D,1 (3),1 (1),Necaxa,1.9,1.1,49.0,29073.0,Julio Domínguez,5-4-1,Fernando Guerrero,Match Report,Cruz Azul won on penalty kicks following extra time,13,2,17.6,1.0,0,0,2022,Cruz Azul
36,2022-05-12,19:00,Liga MX,Quarter-finals,Thu,Home,L,0,1,UANL,0.5,0.5,54.0,28974.0,Julio Domínguez,4-4-2,Fernando Hernández,Match Report,Leg 1 of 2,11,3,18.4,1.0,0,0,2022,Cruz Azul
37,2022-05-15,20:05,Liga MX,Quarter-finals,Sun,Away,W,1,0,UANL,0.7,1.6,58.0,40161.0,Julio Domínguez,4-4-2,César Arturo Ramos,Match Report,Leg 2 of 2; UANL won,10,3,16.3,0.0,0,0,2022,Cruz Azul
0,2021-07-25,19:06,Liga MX,Apertura 2021 Regular Season,Sun,Home,D,1,1,Puebla,1.5,1.2,53.0,20267.0,Alfonso González,4-2-3-1,Oscar Mejia,Match Report,,15,4,16.0,1.0,0,0,2022,Monterrey
1,2021-07-31,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,2,0,UNAM,1.9,0.6,49.0,20943.0,Stefan Medina,4-2-3-1,Adonai Escobedo,Match Report,,15,3,15.4,1.0,0,0,2022,Monterrey
2,2021-08-06,18:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,D,1,1,Mazatlán,1.1,0.7,40.0,6543.0,Stefan Medina,4-2-3-1,Mario Vargas,Match Report,,6,2,37.1,0.0,0,1,2022,Monterrey
3,2021-08-14,21:06,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,3,1,Pachuca,1.4,0.9,49.0,15833.0,Stefan Medina,4-3-3,Óscar Macias,Match Report,,7,5,23.7,0.0,1,1,2022,Monterrey
4,2021-08-18,19:00,Liga MX,Apertura 2021 Regular Season,Wed,Away,D,1,1,Cruz Azul,1.2,1.5,47.0,7720.0,Stefan Medina,4-3-3,Jorge Pérez,Match Report,,12,5,17.8,0.0,0,0,2022,Monterrey
5,2021-08-21,21:36,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,0,0,Guadalajara,0.5,0.5,50.0,15467.0,Stefan Medina,4-3-3,Diego Montaño,Match Report,,8,0,18.2,0.0,0,0,2022,Monterrey
6,2021-08-27,19:06,Liga MX,Apertura 2021 Regular Season,Fri,Away,D,2,2,Tijuana,0.9,1.5,51.0,3333.0,Stefan Medina,5-4-1,Fernando Guerrero,Match Report,,11,3,31.8,0.0,0,0,2022,Monterrey
7,2021-09-11,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,1,2,Atlas,0.5,1.4,45.0,5568.0,Alfonso González,5-4-1,Óscar Macias,Match Report,,4,2,15.7,0.0,0,0,2022,Monterrey
8,2021-09-19,19:06,Liga MX,Apertura 2021 Regular Season,Sun,Home,W,2,0,UANL,1.7,1.2,37.0,26755.0,Stefan Medina,4-4-2,Fernando Hernández,Match Report,,16,7,19.3,1.0,0,0,2022,Monterrey
