,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
9,2021-09-22,19:06,Liga MX,Apertura 2021 Regular Season,Wed,Home,W,2,0,Toluca,2.8,1.4,50.0,19836.0,Stefan Medina,3-4-3,Erick Miranda,Match Report,,16,5,14.4,0.0,0,0,2022,Monterrey
10,2021-09-26,19:06,Liga MX,Apertura 2021 Regular Season,Sun,Away,W,2,1,Santos,2.5,1.5,48.0,14484.0,Stefan Medina,4-3-3,Marco Ortíz,Match Report,,13,6,13.9,0.0,0,0,2022,Monterrey
11,2021-10-01,20:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,L,1,3,FC Juárez,1.2,1.0,60.0,9608.0,Stefan Medina,4-4-1-1,Fernando Hernández,Match Report,,17,4,20.4,0.0,0,0,2022,Monterrey
12,2021-10-16,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,L,0,1,León,1.7,0.3,53.0,26078.0,Stefan Medina,4-2-3-1,César Arturo Ramos,Match Report,,20,6,16.8,0.0,0,0,2022,Monterrey
13,2021-10-19,17:00,Liga MX,Apertura 2021 Regular Season,Tue,Away,L,0,1,Querétaro,1.4,1.1,64.0,10595.0,Stefan Medina,4-3-3,Fernando Guerrero,Match Report,,15,8,13.2,1.0,0,0,2022,Monterrey
14,2021-10-23,17:06,Liga MX,Apertura 2021 Regular Season,Sat,Home,L,0,1,Necaxa,0.9,1.9,48.0,23077.0,Alfonso González,4-2-3-1,Luis Santander,Match Report,,11,1,17.7,1.0,0,0,2022,Monterrey
15,2021-10-31,19:05,Liga MX,Apertura 2021 Regular Season,Sun,Away,D,1,1,Atlético,0.4,0.6,63.0,7690.0,Stefan Medina,4-3-3,Adonai Escobedo,Match Report,,9,5,24.9,0.0,0,0,2022,Monterrey
16,2021-11-06,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,D,0,0,América,0.4,0.5,46.0,25654.0,Alfonso González,4-3-3,Diego Montaño,Match Report,,8,2,24.5,0.0,0,0,2022,Monterrey
17,2021-11-21,19:15,Liga MX,Reclassification,Sun,Away,W,4,1,Cruz Azul,1.8,1.6,43.0,,Alfonso González,4-2-3-1,Fernando Guerrero,Match Report,,8,4,19.8,0.0,1,1,2022,Monterrey
18,2021-11-24,21:05,Liga MX,Quarter-finals,Wed,Home,D,0,0,Atlas,0.6,0.6,55.0,27105.0,Alfonso González,4-1-4-1,Jorge Rojas,Match Report,Leg 1 of 2,7,1,19.4,0.0,0,0,2022,Monterrey
19,2021-11-27,21:05,Liga MX,Quarter-finals,Sat,Away,D,1,1,Atlas,0.4,1.1,61.0,21210.0,Alfonso González,4-1-4-1,César Arturo Ramos,Match Report,Leg 2 of 2; Monterrey won,7,2,19.3,1.0,0,0,2022,Monterrey
20,2022-01-08,19:06,Liga MX,Clausura 2022 Regular Season,Sat,Home,D,0,0,Querétaro,2.1,0.7,61.0,18926.0,César Montes,4-2-3-1,Edgar Morales,Match Report,,26,9,19.7,1.0,0,0,2022,Monterrey
21,2022-01-14,21:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,W,4,0,Necaxa,2.0,0.4,38.0,8921.0,César Montes,4-2-3-1,Fernando Hernández,Match Report,,19,7,20.1,0.0,0,0,2022,Monterrey
22,2022-01-22,21:06,Liga MX,Clausura 2022 Regular Season,Sat,Home,D,2,2,Cruz Azul,1.2,1.1,64.0,16508.0,César Montes,4-3-3,César Arturo Ramos,Match Report,,19,6,18.1,1.0,0,0,2022,Monterrey
23,2022-02-18,19:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,L,0,1,Puebla,2.1,0.8,62.0,25934.0,César Montes,3-4-3,Oscar Mejia,Match Report,,23,4,20.3,1.0,0,1,2022,Monterrey
24,2022-02-26,17:06,Liga MX,Clausura 2022 Regular Season,Sat,Home,L,0,2,Atlético,1.3,1.2,63.0,24507.0,César Montes,4-3-3,Diego Montaño,Match Report,,19,4,15.4,0.0,0,0,2022,Monterrey
25,2022-03-01,21:00,Liga MX,Clausura 2022 Regular Season,Tue,Away,D,0,0,León,1.9,1.5,39.0,10581.0,César Montes,4-2-3-1,Luis Santander,Match Report,,14,4,15.0,0.0,0,1,2022,Monterrey
26,2022-03-05,19:06,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,2,1,América,1.8,1.2,48.0,40327.0,Celso Ortiz,4-2-3-1,Erick Miranda,Match Report,,12,6,15.3,0.0,0,0,2022,Monterrey
27,2022-03-11,21:06,Liga MX,Clausura 2022 Regular Season,Fri,Home,W,2,1,Mazatlán,1.9,1.0,40.0,27012.0,Celso Ortiz,4-2-3-1,Daniel Quintero,Match Report,,10,4,10.5,0.0,0,0,2022,Monterrey
28,2022-03-15,21:06,Liga MX,Clausura 2022 Regular Season,Tue,Home,W,3,0,FC Juárez,1.9,0.3,65.0,29052.0,Celso Ortiz,4-2-3-1,Victor Caceres,Match Report,,25,9,19.1,0.0,0,0,2022,Monterrey
29,2022-03-19,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,L,0,2,UANL,0.5,0.5,42.0,41473.0,Celso Ortiz,4-2-3-1,Jorge Pérez,Match Report,,12,2,25.2,1.0,0,0,2022,Monterrey
30,2022-04-06,19:00,Liga MX,Clausura 2022 Regular Season,Wed,Away,D,2,2,Toluca,1.9,1.3,40.0,10150.0,Celso Ortiz,4-4-1-1,Eduardo Galván,Match Report,,10,2,23.0,0.0,1,1,2022,Monterrey
31,2022-04-09,19:06,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,1,0,Santos,2.1,0.8,56.0,29769.0,Celso Ortiz,4-2-3-1,Marco Ortíz,Match Report,,19,5,21.4,0.0,0,1,2022,Monterrey
32,2022-04-13,20:05,Liga MX,Clausura 2022 Regular Season,Wed,Away,W,3,1,Guadalajara,1.8,1.3,41.0,24247.0,Celso Ortiz,4-4-1-1,Diego Montaño,Match Report,,11,6,13.2,0.0,0,0,2022,Monterrey
33,2022-04-17,12:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,L,0,2,UNAM,1.7,1.4,58.0,17167.0,César Montes,4-2-3-1,Erick Miranda,Match Report,,17,5,16.6,0.0,0,0,2022,Monterrey
34,2022-04-20,21:06,Liga MX,Clausura 2022 Regular Season,Wed,Home,D,0,0,Atlas,1.7,0.4,46.0,31426.0,Celso Ortiz,4-2-3-1,César Arturo Ramos,Match Report,,12,1,24.9,1.0,0,1,2022,Monterrey
35,2022-04-23,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,L,0,3,Pachuca,0.9,0.8,55.0,8041.0,César Montes,3-5-2,Luis Santander,Match Report,,13,0,19.6,0.0,0,0,2022,Monterrey
36,2022-04-30,19:06,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,2,0,Tijuana,2.3,1.0,57.0,28642.0,Celso Ortiz,4-2-3-1,Daniel Quintero,Match Report,,27,10,18.1,2.0,0,0,2022,Monterrey
37,2022-05-07,20:06,Liga MX,Reclassification,Sat,Home,D,2 (1),2 (3),Atlético,1.4,0.9,59.0,38614.0,Celso Ortiz,4-4-1-1,Jorge Pérez,Match Report,Atlético won on penalty kicks following extra time,20,4,19.4,0.0,0,0,2022,Monterrey
0,2021-07-24,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,L,1,2,Atlético,1.7,0.8,68.0,11647.0,Jesús Sánchez García,4-4-2,Eduardo Basulto,Match Report,,13,4,19.7,1.0,1,1,2022,Guadalajara
1,2021-07-30,21:05,Liga MX,Apertura 2021 Regular Season,Fri,Away,W,2,0,Puebla,0.6,0.9,46.0,6800.0,Jesús Molina,3-4-3,Fernando Guerrero,Match Report,,10,3,22.1,0.0,0,0,2022,Guadalajara
2,2021-08-07,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,2,2,FC Juárez,1.8,1.4,64.0,9208.0,Jesús Molina,3-4-3,Fernando Hernández,Match Report,,18,5,19.7,1.0,0,0,2022,Guadalajara
3,2021-08-15,19:06,Liga MX,Apertura 2021 Regular Season,Sun,Away,D,0,0,Santos,1.0,0.9,47.0,13082.0,Jesús Sánchez García,4-4-2,Luis Santander,Match Report,,15,6,21.6,0.0,0,0,2022,Guadalajara
4,2021-08-18,21:00,Liga MX,Apertura 2021 Regular Season,Wed,Home,L,0,3,León,1.1,1.6,52.0,10892.0,Jesús Sánchez García,4-4-2,Adonai Escobedo,Match Report,,17,4,22.3,1.0,0,0,2022,Guadalajara
5,2021-08-21,21:36,Liga MX,Apertura 2021 Regular Season,Sat,Away,D,0,0,Monterrey,0.5,0.5,50.0,15467.0,Jesús Molina,4-4-2,Diego Montaño,Match Report,,12,4,23.2,0.0,0,0,2022,Guadalajara
6,2021-08-28,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,2,1,Necaxa,1.5,1.3,65.0,9603.0,Jesús Molina,4-2-3-1,Jorge Rojas,Match Report,,14,5,22.6,0.0,1,1,2022,Guadalajara
7,2021-09-12,17:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,D,0,0,UNAM,1.9,0.8,54.0,,Jesús Molina,4-2-3-1,Fernando Guerrero,Match Report,,10,2,17.2,0.0,0,0,2022,Guadalajara
8,2021-09-18,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,1,0,Pachuca,1.2,1.4,48.0,11135.0,Jesús Molina,4-2-3-1,Diego Montaño,Match Report,,9,2,18.2,1.0,0,0,2022,Guadalajara
9,2021-09-25,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,D,0,0,América,0.5,0.9,45.0,42862.0,Jesús Molina,4-3-3,César Arturo Ramos,Match Report,,6,3,19.7,0.0,0,0,2022,Guadalajara
10,2021-09-29,21:15,Liga MX,Apertura 2021 Regular Season,Wed,Away,L,0,1,Querétaro,1.1,1.1,66.0,6812.0,Gilberto Sepúlveda,4-2-3-1,Luis Santander,Match Report,,20,10,21.2,0.0,0,0,2022,Guadalajara
11,2021-10-02,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,L,0,1,Atlas,0.5,1.2,32.0,21709.0,Jesús Molina,4-2-3-1,Fernando Guerrero,Match Report,,6,1,18.0,1.0,0,0,2022,Guadalajara
12,2021-10-17,17:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,W,2,0,Toluca,0.8,0.4,52.0,15019.0,Jesús Molina,4-3-3,Fernando Hernández,Match Report,,14,6,18.4,0.0,0,0,2022,Guadalajara
13,2021-10-20,19:06,Liga MX,Apertura 2021 Regular Season,Wed,Away,D,0,0,Tijuana,0.6,0.9,67.0,10333.0,Miguel Ángel Ponce,4-2-3-1,Juan Esquivel,Match Report,,11,6,22.1,2.0,0,0,2022,Guadalajara
14,2021-10-23,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,1,1,Cruz Azul,0.4,1.1,56.0,20492.0,Jesús Molina,4-2-3-1,Marco Ortíz,Match Report,,7,3,16.0,1.0,0,0,2022,Guadalajara
15,2021-10-30,21:10,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,1,2,UANL,1.1,0.9,54.0,25523.0,Jesús Molina,4-2-3-1,Diego Montaño,Match Report,,11,1,16.8,0.0,0,0,2022,Guadalajara
16,2021-11-05,20:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,W,1,0,Mazatlán,0.4,0.5,57.0,12830.0,Jesús Molina,4-3-3,Jorge Rojas,Match Report,,10,3,25.1,1.0,0,0,2022,Guadalajara
17,2021-11-20,21:00,Liga MX,Reclassification,Sat,Away,D,2 (5),2 (6),Puebla,0.9,1.5,54.0,34530.0,Jesús Molina,4-2-3-1,Marco Ortíz,Match Report,Puebla won on penalty kicks following extra time,10,4,17.4,0.0,0,0,2022,Guadalajara
18,2022-01-09,18:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,W,3,0,Mazatlán,2.0,0.6,69.0,19565.0,Isaác Brizuela,4-3-3,César Arturo Ramos,Match Report,,14,7,20.9,2.0,1,1,2022,Guadalajara
19,2022-01-16,17:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,L,1,2,Pachuca,0.9,0.8,58.0,6692.0,Isaác Brizuela,4-1-4-1,Adonai Escobedo,Match Report,,10,1,27.7,2.0,1,1,2022,Guadalajara
20,2022-01-22,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,D,1,1,Querétaro,0.7,0.3,64.0,15193.0,Sergio Adrián Flores,4-3-3,Diego Montaño,Match Report,,17,9,22.0,3.0,0,0,2022,Guadalajara
21,2022-02-09,18:00,Liga MX,Clausura 2022 Regular Season,Wed,Away,W,3,1,FC Juárez,1.1,1.0,55.0,7801.0,Isaác Brizuela,4-4-2,Brian Gonzalez,Match Report,,12,5,20.5,0.0,0,0,2022,Guadalajara
22,2022-02-12,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,L,1,3,UANL,0.9,2.1,57.0,22564.0,Isaác Brizuela,4-4-2,Jorge Pérez,Match Report,,12,4,21.2,1.0,0,0,2022,Guadalajara
23,2022-02-19,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,L,1,2,León,1.2,1.2,56.0,16204.0,Isaác Brizuela,4-2-3-1,Fernando Guerrero,Match Report,,13,6,21.3,1.0,0,0,2022,Guadalajara
24,2022-02-26,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,L,2,3,Puebla,1.9,1.5,51.0,19747.0,Isaác Brizuela,4-2-3-1,Fernando Hernández,Match Report,,16,6,18.8,1.0,0,0,2022,Guadalajara
25,2022-03-02,21:00,Liga MX,Clausura 2022 Regular Season,Wed,Away,D,2,2,Atlético,0.6,1.5,64.0,14630.0,Isaác Brizuela,3-4-3,César Arturo Ramos,Match Report,,12,5,23.6,1.0,0,0,2022,Guadalajara
26,2022-03-05,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,1,0,Santos,1.0,0.4,58.0,18522.0,Isaác Brizuela,3-4-3,Victor Caceres,Match Report,,15,1,24.1,0.0,0,0,2022,Guadalajara
27,2022-03-12,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,D,0,0,América,0.7,0.3,63.0,33047.0,Isaác Brizuela,4-3-3,Jorge Pérez,Match Report,,14,1,22.9,1.0,0,0,2022,Guadalajara
28,2022-03-20,19:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,D,1,1,Atlas,0.9,0.8,55.0,19017.0,Isaác Brizuela,4-2-3-1,César Arturo Ramos,Match Report,,12,5,23.2,1.0,0,0,2022,Guadalajara
29,2022-04-09,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,D,1,1,Toluca,0.8,0.8,40.0,20166.0,Isaác Brizuela,4-3-3,Óscar Macias,Match Report,,9,2,20.6,0.0,0,0,2022,Guadalajara
30,2022-04-13,20:05,Liga MX,Clausura 2022 Regular Season,Wed,Home,L,1,3,Monterrey,1.3,1.8,59.0,24247.0,Isaác Brizuela,4-3-3,Diego Montaño,Match Report,,10,2,23.9,1.0,1,1,2022,Guadalajara
31,2022-04-16,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,1,0,Cruz Azul,1.3,0.5,41.0,21280.0,Sergio Adrián Flores,5-3-2,Jorge Pérez,Match Report,,13,5,21.2,0.0,0,0,2022,Guadalajara
32,2022-04-19,21:00,Liga MX,Clausura 2022 Regular Season,Tue,Home,W,2,1,Tijuana,0.9,0.9,44.0,20945.0,Isaác Brizuela,3-5-1-1,Adonai Escobedo,Match Report,,16,5,19.2,0.0,0,0,2022,Guadalajara
33,2022-04-23,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,3,1,UNAM,1.3,0.6,53.0,31767.0,Hiram Mier,5-3-2,Óscar Macias,Match Report,,9,6,20.0,0.0,0,0,2022,Guadalajara
34,2022-04-29,19:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,W,1,0,Necaxa,0.8,0.6,51.0,20537.0,Hiram Mier,5-3-2,César Arturo Ramos,Match Report,,9,3,19.9,1.0,0,0,2022,Guadalajara
35,2022-05-08,19:15,Liga MX,Reclassification,Sun,Home,W,4,1,UNAM,1.1,0.5,48.0,37508.0,Hiram Mier,3-4-3,Marco Ortíz,Match Report,,9,7,16.2,0.0,0,0,2022,Guadalajara
36,2022-05-12,21:05,Liga MX,Quarter-finals,Thu,Home,L,1,2,Atlas,0.8,1.1,60.0,34780.0,Hiram Mier,3-4-3,Jorge Pérez,Match Report,Leg 1 of 2,12,4,21.3,1.0,0,0,2022,Guadalajara
37,2022-05-15,18:00,Liga MX,Quarter-finals,Sun,Away,D,1,1,Atlas,1.1,0.6,60.0,32746.0,Hiram Mier,3-4-3,Fernando Hernández,Match Report,Leg 2 of 2; Atlas won,19,4,20.4,3.0,0,0,2022,Guadalajara
0,2021-07-23,19:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,W,3,0,Necaxa,1.7,1.4,46.0,9153.0,Carlos Acevedo,4-2-3-1,Jorge Pérez,Match Report,,15,6,21.9,1.0,0,0,2022,Santos Laguna
1,2021-08-01,18:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,D,1,1,Cruz Azul,2.0,0.2,67.0,12200.0,Carlos Acevedo,4-2-3-1,Jorge Rojas,Match Report,,7,1,24.4,0.0,1,2,2022,Santos Laguna
2,2021-08-07,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,D,1,1,UANL,1.8,1.0,50.0,14350.0,Carlos Acevedo,4-2-3-1,Marco Ortíz,Match Report,,13,5,22.6,2.0,0,0,2022,Santos Laguna
3,2021-08-15,19:06,Liga MX,Apertura 2021 Regular Season,Sun,Home,D,0,0,Guadalajara,0.9,1.0,53.0,13082.0,Hugo Isaác Rodríguez,4-4-2,Luis Santander,Match Report,,9,1,15.6,0.0,0,0,2022,Santos Laguna
4,2021-08-18,19:00,Liga MX,Apertura 2021 Regular Season,Wed,Home,D,1,1,Atlas,0.8,0.9,58.0,11998.0,Hugo Isaác Rodríguez,5-3-2,Fernando Guerrero,Match Report,,13,4,22.0,0.0,0,0,2022,Santos Laguna
5,2021-08-21,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,D,1,1,León,2.0,2.8,38.0,9239.0,Carlos Acevedo,4-4-2,Fernando Hernández,Match Report,,11,1,18.4,1.0,1,1,2022,Santos Laguna
6,2021-08-29,18:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,W,2,0,FC Juárez,1.4,0.2,69.0,11691.0,Dória,4-2-3-1,Óscar Macias,Match Report,,17,7,23.7,3.0,0,0,2022,Santos Laguna
7,2021-09-10,19:06,Liga MX,Apertura 2021 Regular Season,Fri,Away,L,1,2,Tijuana,0.6,3.1,52.0,6333.0,Hugo Isaác Rodríguez,4-2-3-1,Luis Santander,Match Report,,17,5,24.1,3.0,0,0,2022,Santos Laguna
8,2021-09-19,21:06,Liga MX,Apertura 2021 Regular Season,Sun,Home,D,1,1,Puebla,1.2,0.9,60.0,11431.0,Dória,4-2-3-1,César Arturo Ramos,Match Report,,14,4,21.1,0.0,0,0,2022,Santos Laguna
9,2021-09-26,19:06,Liga MX,Apertura 2021 Regular Season,Sun,Home,L,1,2,Monterrey,1.5,2.5,52.0,14484.0,Dória,4-2-3-1,Marco Ortíz,Match Report,,13,3,23.9,1.0,1,1,2022,Santos Laguna
10,2021-10-02,19:06,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,1,0,Mazatlán,1.6,0.3,60.0,11293.0,Dória,4-2-3-1,Erick Miranda,Match Report,,12,2,20.0,1.0,1,1,2022,Santos Laguna
11,2021-10-16,19:05,Liga MX,Apertura 2021 Regular Season,Sat,Away,D,1,1,Pachuca,2.0,2.3,50.0,5503.0,Hugo Isaác Rodríguez,4-3-3,Oscar Mejia,Match Report,,21,2,22.6,2.0,1,1,2022,Santos Laguna
12,2021-10-19,19:05,Liga MX,Apertura 2021 Regular Season,Tue,Away,L,1,2,América,1.2,1.2,53.0,16918.0,Dória,4-2-3-1,Marco Ortíz,Match Report,,9,1,22.4,0.0,1,1,2022,Santos Laguna
13,2021-10-24,19:06,Liga MX,Apertura 2021 Regular Season,Sun,Home,D,2,2,Toluca,2.4,1.2,62.0,12511.0,Dória,4-2-3-1,Jorge Rojas,Match Report,,23,7,16.9,1.0,0,0,2022,Santos Laguna
14,2021-10-30,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,W,3,2,Querétaro,2.6,2.4,49.0,13254.0,Carlos Acevedo,4-2-3-1,Jorge Pérez,Match Report,,16,7,18.6,3.0,0,0,2022,Santos Laguna
15,2021-11-04,19:00,Liga MX,Apertura 2021 Regular Season,Thu,Away,W,3,0,UNAM,1.3,1.6,32.0,14190.0,Carlos Acevedo,4-1-3-2,Adonai Escobedo,Match Report,,13,5,19.4,0.0,0,0,2022,Santos Laguna
16,2021-11-07,19:06,Liga MX,Apertura 2021 Regular Season,Sun,Home,D,0,0,Atlético,1.7,0.9,70.0,14658.0,Carlos Acevedo,4-2-3-1,Fernando Guerrero,Match Report,,20,3,25.0,1.0,0,0,2022,Santos Laguna
17,2021-11-20,19:00,Liga MX,Reclassification,Sat,Home,W,2,0,Atlético,2.1,0.5,59.0,10048.0,Carlos Acevedo,4-3-3,César Arturo Ramos,Match Report,,23,7,21.2,2.0,1,1,2022,Santos Laguna
18,2021-11-25,21:05,Liga MX,Quarter-finals,Thu,Home,W,2,1,UANL,1.0,1.0,37.0,15310.0,Carlos Acevedo,4-3-3,Óscar Macias,Match Report,Leg 1 of 2,12,4,19.2,1.0,0,0,2022,Santos Laguna
19,2021-11-28,18:00,Liga MX,Quarter-finals,Sun,Away,L,0,1,UANL,0.3,1.1,39.0,37438.0,Carlos Acevedo,4-2-3-1,Luis Santander,Match Report,Leg 2 of 2; UANL won,7,0,27.1,1.0,0,0,2022,Santos Laguna
20,2022-01-12,20:06,Liga MX,Clausura 2022 Regular Season,Wed,Home,D,1,1,UANL,0.3,0.7,44.0,9377.0,Dória,4-2-3-1,Adonai Escobedo,Match Report,,9,5,27.0,0.0,0,0,2022,Santos Laguna
21,2022-01-16,12:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,L,1,3,Toluca,1.0,2.2,49.0,10023.0,Dória,4-2-3-1,César Arturo Ramos,Match Report,,19,6,18.4,2.0,0,0,2022,Santos Laguna
22,2022-01-23,19:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,L,1,4,Necaxa,0.5,1.6,40.0,9630.0,Dória,4-4-2,Victor Caceres,Match Report,,7,1,19.8,1.0,0,0,2022,Santos Laguna
23,2022-02-06,18:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,L,1,2,Atlas,1.3,1.1,46.0,17346.0,Dória,5-4-1,Jorge Pérez,Match Report,,13,4,22.2,3.0,0,0,2022,Santos Laguna
24,2022-02-12,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,L,2,3,América,0.6,2.1,58.0,18774.0,Dória,5-4-1,Luis Santander,Match Report,,15,8,21.5,1.0,0,0,2022,Santos Laguna
25,2022-02-18,20:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,D,0,0,FC Juárez,0.6,0.3,50.0,7355.0,Dória,4-3-1-2,Fernando Hernández,Match Report,,11,3,25.4,1.0,0,0,2022,Santos Laguna
26,2022-02-27,19:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,W,2,1,Cruz Azul,1.0,2.6,37.0,33924.0,Dória,4-4-2,César Arturo Ramos,Match Report,,20,4,19.4,1.0,0,0,2022,Santos Laguna
27,2022-03-02,21:00,Liga MX,Clausura 2022 Regular Season,Wed,Home,W,3,2,UNAM,2.1,1.3,43.0,12238.0,Dória,4-4-2,Óscar Macias,Match Report,,20,3,22.7,1.0,1,1,2022,Santos Laguna
28,2022-03-05,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,L,0,1,Guadalajara,0.4,1.0,42.0,18522.0,Dória,4-4-2,Victor Caceres,Match Report,,8,1,26.9,0.0,0,0,2022,Santos Laguna
29,2022-03-13,19:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,W,4,0,Tijuana,2.0,0.9,45.0,9895.0,Carlos Acevedo,4-4-2,Brian Gonzalez,Match Report,,12,6,17.5,3.0,0,0,2022,Santos Laguna
30,2022-03-18,21:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,D,2,2,Puebla,1.6,2.0,38.0,19713.0,Carlos Acevedo,4-4-1-1,Fernando Guerrero,Match Report,,14,5,20.8,1.0,0,0,2022,Santos Laguna
31,2022-04-03,19:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,W,3,1,Pachuca,2.2,1.2,35.0,12908.0,Dória,4-4-1-1,Adonai Escobedo,Match Report,,12,5,18.2,1.0,1,1,2022,Santos Laguna
32,2022-04-09,19:06,Liga MX,Clausura 2022 Regular Season,Sat,Away,L,0,1,Monterrey,0.8,2.1,44.0,29769.0,Dória,4-4-2,Marco Ortíz,Match Report,,12,1,21.0,1.0,0,0,2022,Santos Laguna
33,2022-04-16,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,D,1,1,Querétaro,1.8,1.4,52.0,,Dória,4-4-1-1,César Arturo Ramos,Match Report,,18,6,19.6,1.0,0,0,2022,Santos Laguna
34,2022-04-19,20:00,Liga MX,Clausura 2022 Regular Season,Tue,Away,L,0,1,Mazatlán,1.5,0.9,45.0,10960.0,Dória,4-2-2-2,Fernando Hernández,Match Report,,25,6,21.5,1.0,0,0,2022,Santos Laguna
35,2022-04-24,19:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,D,1,1,León,2.0,1.5,43.0,11345.0,Dória,4-2-2-2,Adonai Escobedo,Match Report,,25,12,21.3,1.0,0,0,2022,Santos Laguna
36,2022-05-01,16:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,W,3,1,Atlético,1.0,1.6,38.0,10364.0,Dória,4-2-2-2,Ismael Lopez,Match Report,,12,7,24.3,0.0,0,0,2022,Santos Laguna
0,2021-07-25,12:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,D,0,0,Atlas,0.6,1.3,43.0,,Nicolás Freire,4-2-3-1,Luis Santander,Match Report,,10,3,19.9,0.0,0,0,2022,Pumas UNAM
1,2021-07-31,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,0,2,Monterrey,0.6,1.9,51.0,20943.0,Efraín Velarde,4-1-4-1,Adonai Escobedo,Match Report,,5,3,18.6,0.0,0,0,2022,Pumas UNAM
2,2021-08-08,12:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,L,1,3,Atlético,1.2,1.4,62.0,,Efraín Velarde,4-2-3-1,Óscar Macias,Match Report,,11,2,17.2,1.0,0,0,2022,Pumas UNAM
3,2021-08-14,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,0,0,Querétaro,1.3,1.3,41.0,,Nicolás Freire,4-2-3-1,Oscar Mejia,Match Report,,16,3,21.7,0.0,0,0,2022,Pumas UNAM
4,2021-08-17,21:00,Liga MX,Apertura 2021 Regular Season,Tue,Away,L,0,3,Necaxa,0.6,1.4,65.0,9242.0,Nicolás Freire,4-3-3,Eduardo Basulto,Match Report,,12,4,23.0,0.0,0,0,2022,Pumas UNAM
5,2021-08-22,12:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,W,2,0,Puebla,2.2,0.9,50.0,,Alfredo Talavera,4-3-3,Brian Gonzalez,Match Report,,21,6,19.9,1.0,1,1,2022,Pumas UNAM
6,2021-08-29,12:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,L,1,2,Toluca,1.3,2.5,34.0,9566.0,Alfredo Talavera,4-4-2,César Arturo Ramos,Match Report,,8,3,23.4,0.0,1,1,2022,Pumas UNAM
